clade_name	clade_taxid	new_LMR0024_S32_R1_001_profiled_metagenome	new_LMR0023_S24_R1_001_profiled_metagenome	new_LMR0022_S46_R1_001_profiled_metagenome	new_LMR0021_S13_R1_001_profiled_metagenome	new_LMR0017_S44_R1_001_profiled_metagenome	new_LMR0012_S52_R1_001_profiled_metagenome	new_LMR0011_S49_R1_001_profiled_metagenome	new_LMR0009_S31_R1_001_profiled_metagenome	new_LMR0008_S47_R1_001_profiled_metagenome	new_LMR0007_S17_R1_001_profiled_metagenome	new_LMR0006_S281_R1_001_profiled_metagenome	new_LMR0004_S4_R1_001_profiled_metagenome	new_HUMO902_S50_R1_001_profiled_metagenome	new_HUMO899_S52_R1_001_profiled_metagenome	new_HUMO887_S48_R1_001_profiled_metagenome	new_HUMO865_S46_R1_001_profiled_metagenome	new_HUMO854_S44_R1_001_profiled_metagenome	new_HUMO848_S42_R1_001_profiled_metagenome	new_HUMO846_S54_R1_001_profiled_metagenome	new_HUMO844_S40_R1_001_profiled_metagenome	new_HUMO830_S62_R1_001_profiled_metagenome	new_HUMO829_S38_R1_001_profiled_metagenome	new_HUMO825_S36_R1_001_profiled_metagenome	new_HUMO775_S34_R1_001_profiled_metagenome	new_HUMO767_S32_R1_001_profiled_metagenome	new_HUMO756_S58_R1_001_profiled_metagenome	new_HUMO752_S30_R1_001_profiled_metagenome	new_HUMO749_S28_R1_001_profiled_metagenome	new_HUMO681_S26_R1_001_profiled_metagenome	new_HUMO678_S60_R1_001_profiled_metagenome	new_HUMO668_S24_R1_001_profiled_metagenome	new_HUMO624_S22_R1_001_profiled_metagenome	new_HUMO609_S56_R1_001_profiled_metagenome	new_HUMO587_S20_R1_001_profiled_metagenome	new_HUMO581_S18_R1_001_profiled_metagenome	new_HUMO546_S16_R1_001_profiled_metagenome	new_HUM1019_S191_R1_001_profiled_metagenome	new_HUM1017_S29_R1_001_profiled_metagenome	new_HUM1014_S22_R1_001_profiled_metagenome	new_HUM0994_S9_R1_001_profiled_metagenome	new_HUM0992_S15_R1_001_profiled_metagenome	new_HUM0991_S11_R1_001_profiled_metagenome	new_HUM0946_S8_R1_001_profiled_metagenome	new_HUM0941_S3_R1_001_profiled_metagenome	new_HUM0932_S19_R1_001_profiled_metagenome	new_HUM0931_S40_R1_001_profiled_metagenome	new_HUM0929_S35_R1_001_profiled_metagenome	new_HUM0898_S38_R1_001_profiled_metagenome	new_HUM0896_S30_R1_001_profiled_metagenome	new_HUM0894_S23_R1_001_profiled_metagenome	new_HUM0853_S48_R1_001_profiled_metagenome	new_HUM0851_S16_R1_001_profiled_metagenome	new_HUM0847_S12_R1_001_profiled_metagenome	new_HUM0816_S37_R1_001_profiled_metagenome	new_HUM0812_S25_R1_001_profiled_metagenome	new_HUM0741_S18_R1_001_profiled_metagenome	new_HUM0739_S190_R1_001_profiled_metagenome	new_HUM0738_S189_R1_001_profiled_metagenome	new_HUM0607_S188_R1_001_profiled_metagenome	new_HUM0604_S51_R1_001_profiled_metagenome	new_HUM0603_S36_R1_001_profiled_metagenome	new_HUM0583_S186_R1_001_profiled_metagenome	new_HUM0582_S39_R1_001_profiled_metagenome	new_HUM0579_S34_R1_001_profiled_metagenome	new_HUM0496_S6_R1_001_profiled_metagenome	new_HUM0495_S7_R1_001_profiled_metagenome	new_HUM0493_S42_R1_001_profiled_metagenome	new_HUM0444_S50_R1_001_profiled_metagenome	new_HUM0442_S283_R1_001_profiled_metagenome	new_HUM0439_S41_R1_001_profiled_metagenome	new_HUM0329_S27_R1_001_profiled_metagenome	new_HUM0324_S20_R1_001_profiled_metagenome	new_HUM0322_S282_R1_001_profiled_metagenome	new_HUM0235_S45_R1_001_profiled_metagenome	new_HUM0233_S187_R1_001_profiled_metagenome	new_HUM0152_S5_R1_001_profiled_metagenome	new_HUM0149_S28_R1_001_profiled_metagenome	new_HUM0148_S21_R1_001_profiled_metagenome	new_HUM0042_S1_R1_001_profiled_metagenome	new_HUM0041_S14_R1_001_profiled_metagenome	new_HUM0038_S10_R1_001_profiled_metagenome
k__Bacteria|p__Candidatus_Melainabacteria|c__CFGB2104|o__OFGB2104|f__FGB2104|g__GGB5994|s__GGB5994_SGB8616|t__SGB8616	2|1798710||||||	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13812	0	0	0	0	0	0	0	0.19918	0	0.0568	0	0	0	0	0	0	0.18439	0	0	0	0	0	0	0	0	0	0	0	0	0.04941	0	0	0	0	0	0	0	0	0	0	0	0.01566	0	0	0	0	0	0	0	0.043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Candidatus_Melainabacteria|c__CFGB2104|o__OFGB2104|f__FGB2104|g__GGB5994|s__GGB5994_SGB8617	2|1798710|||||	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12406	0	0	0	0.31156	0	0	0	0	0	0	0.26714	0	0	0	0	0.04004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.36319	0	0	0	0	0	0	0.00628	0.05122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14861	0	0
k__Bacteria|p__Candidatus_Melainabacteria|c__CFGB2104|o__OFGB2104|f__FGB2104|g__GGB5994|s__GGB5994_SGB8617|t__SGB8617	2|1798710||||||	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12406	0	0	0	0.31156	0	0	0	0	0	0	0.26714	0	0	0	0	0.04004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.36319	0	0	0	0	0	0	0.00628	0.05122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14861	0	0
k__Bacteria|p__Candidatus_Melainabacteria|c__CFGB2104|o__OFGB2104|f__FGB2104|g__GGB5995	2|1798710||||	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.87798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Candidatus_Melainabacteria|c__CFGB2104|o__OFGB2104|f__FGB2104|g__GGB5995|s__GGB5995_SGB8618	2|1798710|||||	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.87798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Candidatus_Melainabacteria|c__CFGB2104|o__OFGB2104|f__FGB2104|g__GGB5995|s__GGB5995_SGB8618|t__SGB8618	2|1798710||||||	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.87798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Candidatus_Melainabacteria|c__CFGB2104|o__OFGB2104|f__FGB2104|g__GGB5996	2|1798710||||	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.24669	0	0	0	0	0	0	0	0.44932	0	0.00984	0	0	0	0	0	0	0	0	0.01663	0	0	0	0.02575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04203	0	0	0	0	0	0	0	0	0	0	0.05697	0	0	0	0	0	0	0
k__Bacteria|p__Candidatus_Melainabacteria|c__CFGB2104|o__OFGB2104|f__FGB2104|g__GGB5996|s__GGB5996_SGB8619	2|1798710|||||	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.24669	0	0	0	0	0	0	0	0.44932	0	0.00984	0	0	0	0	0	0	0	0	0.01663	0	0	0	0.02575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04203	0	0	0	0	0	0	0	0	0	0	0.05697	0	0	0	0	0	0	0
k__Bacteria|p__Candidatus_Melainabacteria|c__CFGB2104|o__OFGB2104|f__FGB2104|g__GGB5996|s__GGB5996_SGB8619|t__SGB8619	2|1798710||||||	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.24669	0	0	0	0	0	0	0	0.44932	0	0.00984	0	0	0	0	0	0	0	0	0.01663	0	0	0	0.02575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04203	0	0	0	0	0	0	0	0	0	0	0.05697	0	0	0	0	0	0	0
k__Bacteria|p__Candidatus_Melainabacteria|c__CFGB2105	2|1798710|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11082	0	1.52172
k__Bacteria|p__Candidatus_Melainabacteria|c__CFGB2105|o__OFGB2105	2|1798710||	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11082	0	1.52172
k__Bacteria|p__Candidatus_Melainabacteria|c__CFGB2105|o__OFGB2105|f__FGB2105	2|1798710|||	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11082	0	1.52172
k__Bacteria|p__Candidatus_Melainabacteria|c__CFGB2105|o__OFGB2105|f__FGB2105|g__GGB5978	2|1798710||||	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11082	0	1.52172
k__Bacteria|p__Candidatus_Melainabacteria|c__CFGB2105|o__OFGB2105|f__FGB2105|g__GGB5978|s__GGB5978_SGB8595	2|1798710|||||	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11082	0	1.52172
k__Bacteria|p__Candidatus_Melainabacteria|c__CFGB2105|o__OFGB2105|f__FGB2105|g__GGB5978|s__GGB5978_SGB8595|t__SGB8595	2|1798710||||||	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11082	0	1.52172
k__Bacteria|p__Candidatus_Melainabacteria|c__CFGB2107|o__OFGB2107|f__FGB2107|g__GGB13727	2|1798710||||	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.21793	0	0.28409	0.63532	0.19109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07799	0	0	0.00492	0	0	0.03404	0	0	0	0	0	0.04048	0	0	0	0	0	1.04173	0	0	0
k__Bacteria|p__Candidatus_Melainabacteria|c__CFGB2107|o__OFGB2107|f__FGB2107|g__GGB13727|s__GGB13727_SGB8655	2|1798710|||||	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.21793	0	0.28409	0.63532	0.19109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07799	0	0	0.00492	0	0	0.03404	0	0	0	0	0	0.04048	0	0	0	0	0	1.04173	0	0	0
k__Bacteria|p__Candidatus_Melainabacteria|c__CFGB2107|o__OFGB2107|f__FGB2107|g__GGB13727|s__GGB13727_SGB8655|t__SGB8655	2|1798710||||||	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.21793	0	0.28409	0.63532	0.19109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07799	0	0	0.00492	0	0	0.03404	0	0	0	0	0	0.04048	0	0	0	0	0	1.04173	0	0	0
k__Bacteria|p__Candidatus_Melainabacteria|c__CFGB2107|o__OFGB2107|f__FGB2107|g__GGB6005	2|1798710||||	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.31798	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06904	0	0	0	0
k__Bacteria|p__Candidatus_Melainabacteria|c__CFGB2107|o__OFGB2107|f__FGB2107|g__GGB6005|s__GGB6005_SGB8629	2|1798710|||||	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.31798	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06904	0	0	0	0
k__Bacteria|p__Candidatus_Melainabacteria|c__CFGB2107|o__OFGB2107|f__FGB2107|g__GGB6005|s__GGB6005_SGB8629|t__SGB8629	2|1798710||||||	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.31798	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06904	0	0	0	0
k__Bacteria|p__Candidatus_Melainabacteria|c__CFGB2107|o__OFGB2107|f__FGB2107|g__GGB6012	2|1798710||||	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12333	0	0	0.01143	0.01035	0	0.10638	0.00202	0.24581	0	0.06438	0.04563	0	0	0.00807	0	0	0	0	0	0.62202	0	0.02542	0	0	0	0.31648	0	0	0	0	0	0.06029	0	0	0.01308	0	0	0.11309	0.51069	0	0	0	0.1548	0.23605	0.02159	0	0.58616	0	0	0	0	0.04626	0.62799	0	0	0	0	0	0	0	0.00338	0	0.22212	0.03965	0	0	0
k__Bacteria|p__Candidatus_Melainabacteria|c__CFGB2107|o__OFGB2107|f__FGB2107|g__GGB6012|s__GGB6012_SGB8640	2|1798710|||||	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11491	0	0	0.01143	0.01035	0	0.07813	0	0.24581	0	0	0.04563	0	0	0	0	0	0	0	0	0.62202	0	0.02542	0	0	0	0.31648	0	0	0	0	0	0	0	0	0	0	0	0.11309	0	0	0	0	0.1548	0.23605	0.02159	0	0.58616	0	0	0	0	0.04626	0	0	0	0	0	0	0	0	0.00338	0	0.0155	0.03965	0	0	0
k__Bacteria|p__Candidatus_Melainabacteria|c__CFGB2107|o__OFGB2107|f__FGB2107|g__GGB6012|s__GGB6012_SGB8640|t__SGB8640	2|1798710||||||	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11491	0	0	0.01143	0.01035	0	0.07813	0	0.24581	0	0	0.04563	0	0	0	0	0	0	0	0	0.62202	0	0.02542	0	0	0	0.31648	0	0	0	0	0	0	0	0	0	0	0	0.11309	0	0	0	0	0.1548	0.23605	0.02159	0	0.58616	0	0	0	0	0.04626	0	0	0	0	0	0	0	0	0.00338	0	0.0155	0.03965	0	0	0
k__Bacteria|p__Candidatus_Melainabacteria|c__CFGB2107|o__OFGB2107|f__FGB2107|g__GGB6012|s__GGB6012_SGB8645	2|1798710|||||	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00842	0	0	0	0	0	0.02825	0.00202	0	0	0.06438	0	0	0	0.00807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06029	0	0	0.01308	0	0	0	0.51069	0	0	0	0	0	0	0	0	0	0	0	0	0	0.62799	0	0	0	0	0	0	0	0	0	0.20662	0	0	0	0
k__Bacteria|p__Candidatus_Melainabacteria|c__CFGB2107|o__OFGB2107|f__FGB2107|g__GGB6012|s__GGB6012_SGB8645|t__SGB8645	2|1798710||||||	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00842	0	0	0	0	0	0.02825	0.00202	0	0	0.06438	0	0	0	0.00807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06029	0	0	0.01308	0	0	0	0.51069	0	0	0	0	0	0	0	0	0	0	0	0	0	0.62799	0	0	0	0	0	0	0	0	0	0.20662	0	0	0	0
k__Bacteria|p__Candidatus_Melainabacteria|c__CFGB2107|o__OFGB2107|f__FGB2107|g__GGB6013	2|1798710||||	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06132	0	0	0.04907	0	0	0	0	0.06884	0.2242	0.007	0	0.06409	0	0	0	0	0.09101	0	0	0.08493	0.0084	0	0	0	0	0	0	0	0.01617	0	0	0.15194	0	0	0.32729	0	0	0	0.3561	0	0	0	0.11919	0.03708	0.10461	0.76453	0.23039	0	0.09694	0	0	0.37262	0	0	0	0	0	0	0	0	0	0	0	0	0.13786	0.01168	0
k__Bacteria|p__Candidatus_Melainabacteria|c__CFGB2107|o__OFGB2107|f__FGB2107|g__GGB6013|s__GGB6013_SGB8642	2|1798710|||||	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04907	0	0	0	0	0	0	0	0	0.04145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00905	0	0	0	0	0	0	0	0	0	0	0.07087	0	0	0.01387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Candidatus_Melainabacteria|c__CFGB2107|o__OFGB2107|f__FGB2107|g__GGB6013|s__GGB6013_SGB8642|t__SGB8642	2|1798710||||||	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04907	0	0	0	0	0	0	0	0	0.04145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00905	0	0	0	0	0	0	0	0	0	0	0.07087	0	0	0.01387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Candidatus_Melainabacteria|c__CFGB2107|o__OFGB2107|f__FGB2107|g__GGB6013|s__GGB6013_SGB8643	2|1798710|||||	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06132	0	0	0	0	0	0	0	0	0	0.007	0	0	0	0	0	0	0	0	0	0	0.0084	0	0	0	0	0	0	0	0.01617	0	0	0.08561	0	0	0	0	0	0	0.3561	0	0	0	0	0	0	0.02085	0.23039	0	0.0635	0	0	0.37262	0	0	0	0	0	0	0	0	0	0	0	0	0.04583	0.01168	0
k__Bacteria|p__Candidatus_Melainabacteria|c__CFGB2107|o__OFGB2107|f__FGB2107|g__GGB6013|s__GGB6013_SGB8643|t__SGB8643	2|1798710||||||	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06132	0	0	0	0	0	0	0	0	0	0.007	0	0	0	0	0	0	0	0	0	0	0.0084	0	0	0	0	0	0	0	0.01617	0	0	0.08561	0	0	0	0	0	0	0.3561	0	0	0	0	0	0	0.02085	0.23039	0	0.0635	0	0	0.37262	0	0	0	0	0	0	0	0	0	0	0	0	0.04583	0.01168	0
k__Bacteria|p__Candidatus_Melainabacteria|c__CFGB2107|o__OFGB2107|f__FGB2107|g__GGB6013|s__GGB6013_SGB8644	2|1798710|||||	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06884	0.2242	0	0	0.02264	0	0	0	0	0.09101	0	0	0.08493	0	0	0	0	0	0	0	0	0	0	0	0.05728	0	0	0.32729	0	0	0	0	0	0	0	0.04832	0.03708	0.10461	0.7298	0	0	0.03345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09203	0	0
k__Bacteria|p__Candidatus_Melainabacteria|c__CFGB2107|o__OFGB2107|f__FGB2107|g__GGB6013|s__GGB6013_SGB8644|t__SGB8644	2|1798710||||||	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06884	0.2242	0	0	0.02264	0	0	0	0	0.09101	0	0	0.08493	0	0	0	0	0	0	0	0	0	0	0	0.05728	0	0	0.32729	0	0	0	0	0	0	0	0.04832	0.03708	0.10461	0.7298	0	0	0.03345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09203	0	0
k__Bacteria|p__Candidatus_Melainabacteria|c__CFGB2107|o__OFGB2107|f__FGB2107|g__GGB6014	2|1798710||||	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04435	0	0	0.03947	0	0	0	0	0	0.20956	0	0	0	0	0	0	0	0	0	0	0.09045	0	0.0499	0	0
k__Bacteria|p__Candidatus_Melainabacteria|c__CFGB2107|o__OFGB2107|f__FGB2107|g__GGB6014|s__GGB6014_SGB8646	2|1798710|||||	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04435	0	0	0.03947	0	0	0	0	0	0.20956	0	0	0	0	0	0	0	0	0	0	0.09045	0	0.0499	0	0
k__Bacteria|p__Candidatus_Melainabacteria|c__CFGB2107|o__OFGB2107|f__FGB2107|g__GGB6014|s__GGB6014_SGB8646|t__SGB8646	2|1798710||||||	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04435	0	0	0.03947	0	0	0	0	0	0.20956	0	0	0	0	0	0	0	0	0	0	0.09045	0	0.0499	0	0
k__Bacteria|p__Candidatus_Melainabacteria|c__CFGB2107|o__OFGB2107|f__FGB2107|g__GGB6019	2|1798710||||	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02947	0	0	0	0	0	0	0	0.32098	0.06847	0.00674	0	0.95876	0	0	0	0	0	0	0	0.10584	2.1192	0.21925	0	0	0.31031	0	0	0	0	0	0	0.62331	0	0	0	0	0	0	0	1.3772	0	0	0	0.00933	0.00122	0.11759	0	0	0	0	0	0.00481	4.11062	0	0	0	0	0	0	0	0.17235	0.18097	0.05811	1.78943	0	0.25574	0
k__Bacteria|p__Candidatus_Melainabacteria|c__CFGB2107|o__OFGB2107|f__FGB2107|g__GGB6019|s__GGB6019_SGB8651	2|1798710|||||	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02947	0	0	0	0	0	0	0	0.32098	0.06847	0.00674	0	0.95876	0	0	0	0	0	0	0	0.10584	2.1192	0.21925	0	0	0.31031	0	0	0	0	0	0	0.62331	0	0	0	0	0	0	0	1.3772	0	0	0	0.00933	0.00122	0.11759	0	0	0	0	0	0.00481	4.11062	0	0	0	0	0	0	0	0.17235	0.18097	0.05811	1.78943	0	0.25574	0
k__Bacteria|p__Candidatus_Melainabacteria|c__CFGB2107|o__OFGB2107|f__FGB2107|g__GGB6019|s__GGB6019_SGB8651|t__SGB8651	2|1798710||||||	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02947	0	0	0	0	0	0	0	0.32098	0.06847	0.00674	0	0.95876	0	0	0	0	0	0	0	0.10584	2.1192	0.21925	0	0	0.31031	0	0	0	0	0	0	0.62331	0	0	0	0	0	0	0	1.3772	0	0	0	0.00933	0.00122	0.11759	0	0	0	0	0	0.00481	4.11062	0	0	0	0	0	0	0	0.17235	0.18097	0.05811	1.78943	0	0.25574	0
k__Bacteria|p__Candidatus_Melainabacteria|c__CFGB2107|o__OFGB2107|f__FGB2107|g__GGB6022	2|1798710||||	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.28465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Candidatus_Melainabacteria|c__CFGB2107|o__OFGB2107|f__FGB2107|g__GGB6022|s__GGB6022_SGB8656	2|1798710|||||	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.28465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Candidatus_Melainabacteria|c__CFGB2107|o__OFGB2107|f__FGB2107|g__GGB6022|s__GGB6022_SGB8656|t__SGB8656	2|1798710||||||	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.28465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Candidatus_Melainabacteria|c__CFGB42551|o__OFGB42551|f__FGB42551|g__GGB50612	2|1798710||||	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Candidatus_Melainabacteria|c__CFGB42551|o__OFGB42551|f__FGB42551|g__GGB50612|s__GGB50612_SGB70752	2|1798710|||||	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Candidatus_Melainabacteria|c__CFGB42551|o__OFGB42551|f__FGB42551|g__GGB50612|s__GGB50612_SGB70752|t__SGB70752	2|1798710||||||	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
